Experiment,Obstacle density,Grid size,s/g distance,Path cost,Memory Allocation (KB),Execution time (ms)
2,0.25,300.0,122.56517540566824,132.4032754781854,12629.662337239582,230.34913999999998
3,0.25,300.0,122.56517540566824,145.85879981245145,2850.6471354166665,476.65609333333333
4,0.25,300.0,122.56517540566824,127.90056984219768,369.7299479166667,819.6977133333334
