Experiment,Grid number,Obstacle density,Grid size,s/g distance,lookahead,Path cost,Number of expanded nodes,Number of searches,Memory Allocation (KB),RSS (KB),VMS (KB),Execution time (ms)
2,2,0,31,73.53910524340094,250,192.99494936611686,3901,16,505.16796875,0.0,0.0,173.7332
3,2,0,31,73.53910524340094,-,141.1959594928933,5556,5,547.78125,0.0,0.0,117.8922
4,2,0,31,73.53910524340094,-,134.16652224137033,1657,1,234.91015625,0.0,0.0,826.405
2,2,0,31,73.53910524340094,250,124.81118318204301,2194,9,375.24609375,-8800.0,-8808.0,108.1079
3,2,0,31,73.53910524340094,-,89.69848480983497,4634,5,600.4375,-8792.0,-8808.0,83.862
4,2,0,31,73.53910524340094,-,88.52691193458115,1233,1,226.6591796875,136.0,252.0,533.4541
