Experiment,Grid,lookahead,Path cost,Number of expanded nodes,Number of searches,Memory consumption (MB),Execution time (s)
1,95,10,111.12489168102775,182,19,5.00390625,0.05829000473022461
1,96,10,290.9188309203685,726,73,5.00390625,0.06397604942321777
1,97,10,18.313708498984763,35,4,5.00390625,0.03152823448181152
1,98,10,83.74011537017756,217,22,5.00390625,0.04900693893432617
1,99,10,80.98275605729684,141,15,5.00390625,0.06074643135070801
1,100,10,15.899494936611667,26,3,5.00390625,0.051058053970336914
2,1,20,230.8650070512058,887,45,5.0078125,0.06100654602050781
2,2,20,180.99494936611677,578,29,5.00390625,0.14945507049560547
2,3,20,153.9949493661167,562,29,5.00390625,0.048249244689941406
2,4,20,174.37972567696698,531,27,5.00390625,0.05848550796508789
2,5,20,279.0904037956224,1056,53,5.00390625,0.05253171920776367
2,6,20,181.82337649086287,684,35,5.00390625,0.05911111831665039
2,7,20,131.50966799187796,440,22,5.00390625,0.06033444404602051
2,8,20,78.59797974644663,216,11,5.00390625,0.033263206481933594
2,9,20,211.79393923934026,839,42,5.00390625,0.050868988037109375
2,10,20,91.98275605729684,309,16,5.00390625,0.059327125549316406
2,11,20,119.2253967444161,342,18,5.00390625,0.044996023178100586
2,12,20,248.97770542341408,757,38,5.00390625,0.047799110412597656
2,13,20,163.75230867899745,670,34,5.00390625,0.06461238861083984
2,14,20,129.19595949289322,453,23,5.00390625,0.04600644111633301
2,15,20,148.23759005323595,501,26,5.00390625,0.05771374702453613
2,16,20,160.02438661763955,498,25,5.00390625,0.04842877388000488
2,17,20,274.0193359837568,810,41,5.00390625,0.04842829704284668
2,18,20,232.04877323527955,732,37,5.00390625,0.04687047004699707
2,19,20,194.0782104868021,468,24,5.00390625,0.046996355056762695
2,20,20,263.09040379562236,790,40,5.00390625,0.08389830589294434
2,21,20,188.6223663640863,572,29,5.00390625,0.05303144454956055
2,22,20,138.95331880577396,499,25,5.00390625,0.04427981376647949
2,23,20,219.86500705120574,818,41,5.00390625,0.10073971748352051
2,24,20,131.81118318204304,428,22,5.00390625,0.05576658248901367
2,25,20,226.56349186104086,662,34,5.00390625,0.03664875030517578
2,26,20,262.7350647362947,656,33,5.00390625,0.05797743797302246
2,27,20,258.2914139223989,794,40,5.00390625,0.05989265441894531
2,28,20,279.575685169861,739,37,5.00390625,0.06222105026245117
2,29,20,314.2031021678306,932,47,5.00390625,0.0516355037689209
2,30,20,125.6101730552663,463,24,5.00390625,0.06395626068115234
2,31,20,101.0121933088197,264,14,5.00390625,0.053296804428100586
2,32,20,220.79393923934026,587,30,5.00390625,0.05411100387573242
2,33,20,207.72287142747467,775,39,5.00390625,0.04456520080566406
2,34,20,197.62236636408642,610,31,5.00390625,0.05062150955200195
2,35,20,190.40916292848982,589,30,5.00390625,0.054075002670288086
2,36,20,315.94826817189136,1004,51,5.00390625,0.06101703643798828
2,37,20,35.798989873223334,88,5,5.00390625,0.04443979263305664
2,38,20,229.03657992645958,546,28,5.00390625,0.049861907958984375
2,39,20,209.37972567696724,797,40,5.00390625,0.060266733169555664
2,40,20,178.96551211459393,680,34,5.00390625,0.05268740653991699
2,41,20,179.4213562373097,537,27,5.00390625,0.05389904975891113
2,42,20,200.0660171779823,745,38,5.00390625,0.050591468811035156
2,43,20,345.6589462905466,1001,51,5.00390625,0.07055115699768066
2,44,20,78.59797974644663,310,16,5.00390625,0.047385215759277344
2,45,20,188.99494936611683,786,40,5.00390625,0.05792522430419922
2,46,20,159.8944443027284,485,25,5.00390625,0.05857729911804199
2,47,20,341.4041122946074,1310,66,5.00390625,0.050606727600097656
2,48,20,11.071067811865477,29,2,5.00390625,0.05601620674133301
2,49,20,128.92388155425107,347,18,5.00390625,0.038522958755493164
2,50,20,131.8528137423856,430,22,5.00390625,0.06033635139465332
2,51,20,177.92388155425132,581,30,5.00390625,0.03549528121948242
2,52,20,52.041630560342604,158,8,5.00390625,0.04273271560668945
2,53,20,84.08326112068518,251,13,5.00390625,0.04794430732727051
2,54,20,257.83556979968296,804,41,5.00390625,0.04766702651977539
2,55,20,118.85281374238559,350,18,5.00390625,0.048914194107055664
2,56,20,185.55129855222086,773,39,5.00390625,0.053458452224731445
2,57,20,291.8893936688457,747,38,5.00390625,0.051979780197143555
2,58,20,185.33809511662443,673,34,5.00390625,0.049653053283691406
2,59,20,188.0660171779823,563,29,5.00390625,0.0521848201751709
2,60,20,73.39696961966995,175,9,5.00390625,0.05306386947631836
2,61,20,284.49242404917544,895,45,5.00390625,0.05651569366455078
2,62,20,98.19595949289322,219,11,5.00390625,0.04496908187866211
2,63,20,189.45079348883257,655,33,5.00390625,0.04057049751281738
2,64,20,298.6639969244293,964,49,5.00390625,0.046657562255859375
2,65,20,257.98989873223394,709,36,5.00390625,0.06586670875549316
2,66,20,314.2619766708761,1292,65,5.00390625,0.06345009803771973
2,67,20,78.42640687119281,278,14,5.00390625,0.031358957290649414
2,68,20,163.92388155425124,373,19,5.00390625,0.04599165916442871
2,69,20,237.67619023324906,652,33,5.00390625,0.0550541877746582
2,70,20,51.04163056034261,113,6,5.00390625,0.03658151626586914
2,71,20,186.2497833620559,465,24,5.00390625,0.05103349685668945
2,72,20,60.25483399593901,194,10,5.00390625,0.046010732650756836
2,73,20,216.8650070512058,744,38,5.00390625,0.04999232292175293
2,74,20,85.42640687119281,308,16,5.00390625,0.04730105400085449
2,75,20,111.95331880577396,369,19,5.00390625,0.04564809799194336
2,76,20,340.80108191427746,1066,54,5.00390625,0.06604862213134766
2,77,20,104.36753236814704,213,11,5.00390625,0.0657961368560791
2,78,20,14.727922061357859,39,2,5.00390625,0.041001319885253906
2,79,20,249.66399692442917,1008,51,5.00390625,0.05707502365112305
2,80,20,228.14927829866778,816,41,5.00390625,0.05543255805969238
2,81,20,89.0538238691623,299,15,5.00390625,0.03515434265136719
2,82,20,118.09545442950485,262,14,5.00390625,0.06096053123474121
2,83,20,67.18376618407353,177,9,5.00390625,0.0449063777923584
2,84,20,167.30865786510148,536,27,5.00390625,0.05216622352600098
2,85,20,212.5634918610408,745,38,5.00390625,0.054995059967041016
2,86,20,107.6396103067892,324,17,5.00390625,0.049993038177490234
2,87,20,228.3624817342643,623,32,5.00390625,0.055513620376586914
2,88,20,292.6051224213838,834,42,5.00390625,0.054990291595458984
2,89,20,418.9259735953059,978,49,5.00390625,0.04475092887878418
2,90,20,215.8650070512057,871,44,5.00390625,0.05754375457763672
2,91,20,258.83556979968296,1048,53,5.00390625,0.05852651596069336
2,92,20,332.4041122946072,902,46,5.00390625,0.055230140686035156
2,93,20,332.34523779156166,1015,51,5.00390625,0.06381106376647949
2,94,20,81.49747468305829,207,11,5.00390625,0.04985690116882324
2,95,20,114.29646455628156,387,20,5.00390625,0.04948115348815918
2,96,20,269.3208511739217,888,45,5.00390625,0.058983564376831055
2,97,20,18.89949493661167,50,3,5.00390625,0.04521036148071289
2,98,20,81.0121933088197,299,15,5.00390625,0.044431209564208984
2,99,20,83.4680374315354,203,11,5.00390625,0.049024105072021484
2,100,20,15.071067811865476,39,2,5.00390625,0.04455399513244629
3,1,30,225.89444430272863,1008,34,5.01171875,0.06077384948730469
3,2,30,181.68124086713195,617,21,5.00390625,0.048996925354003906
3,3,30,153.40916292848976,701,24,5.00390625,0.04443073272705078
3,4,30,175.2081528017133,807,27,5.00390625,0.0682687759399414
3,5,30,278.5046173579954,1277,43,5.00390625,0.063385009765625
3,6,30,181.82337649086298,950,32,5.00390625,0.054995059967041016
3,7,30,129.2670273047587,633,22,5.00390625,0.03671669960021973
3,8,30,80.254833995939,323,11,5.00390625,0.04398179054260254
3,9,30,207.40916292849,936,32,5.00390625,0.05799365043640137
3,10,30,91.15432893255064,349,12,5.00390625,0.03155803680419922
3,11,30,116.98275605729683,472,16,5.00390625,0.050436973571777344
3,12,30,242.35028842544443,771,26,5.00390625,0.04907846450805664
3,13,30,162.09545442950505,710,24,5.00390625,0.06617045402526855
3,14,30,128.367532368147,582,20,5.00390625,0.05319643020629883
3,15,30,148.23759005323595,679,23,5.00390625,0.054368019104003906
3,16,30,166.9949493661167,968,33,5.00390625,0.05739426612854004
3,17,30,273.7766952966375,1162,39,5.00390625,0.062455177307128906
3,18,30,230.63455967290645,1073,36,5.00390625,0.05996584892272949
3,19,30,198.1787155501905,765,26,5.00390625,0.055112361907958984
3,20,30,268.0193359837568,1278,43,5.00390625,0.06833934783935547
3,21,30,193.20815280171325,940,32,5.00390625,0.0930783748626709
3,22,30,135.63961030678922,620,21,5.00390625,0.0499420166015625
3,23,30,211.58073580374378,756,26,5.00390625,0.05583930015563965
3,24,30,129.6690475583121,468,16,5.00390625,0.04702591896057129
3,25,30,236.90663761154852,1267,43,5.00390625,0.057556867599487305
3,26,30,270.1492782986679,1105,37,5.00390625,0.0509183406829834
3,27,30,261.9482681718913,1176,40,5.00390625,0.0660088062286377
3,28,30,288.6467529817264,1208,41,5.00390625,0.06712460517883301
3,29,30,322.44574285495,1672,56,5.00390625,0.06591081619262695
3,30,30,124.53910524340085,586,20,5.00390625,0.038869380950927734
3,31,30,102.08326112068518,361,13,5.00390625,0.03673410415649414
3,32,30,224.20815280171337,983,33,5.00390625,0.050605058670043945
3,33,30,207.2375900532361,894,30,5.00390625,0.08123326301574707
3,34,30,200.45079348883255,932,32,5.00390625,0.043535470962524414
3,35,30,186.2670273047589,617,21,5.00390625,0.04989814758300781
3,36,30,311.90663761154866,1167,39,5.00390625,0.056006669998168945
3,37,30,34.97056274847715,99,4,5.00390625,0.031352996826171875
3,38,30,229.0365799264595,1004,34,5.00390625,0.049574851989746094
3,39,30,191.68124086713212,774,26,5.00390625,0.0669562816619873
3,40,30,174.62236636408628,745,25,5.00390625,0.055004119873046875
3,41,30,187.52186130069802,956,32,5.00390625,0.05490422248840332
3,42,30,198.16652224137056,879,30,5.00390625,0.054800987243652344
3,43,30,340.2447327281734,1449,49,5.0078125,0.06275320053100586
3,44,30,81.6690475583121,470,16,5.00390625,0.0424959659576416
3,45,30,190.40916292849002,994,34,5.00390625,0.05132699012756348
3,46,30,159.89444430272837,724,25,5.00390625,0.050055742263793945
3,47,30,327.66399692442934,1288,43,5.00390625,0.058779239654541016
3,48,30,11.899494936611667,41,2,5.00390625,0.03931999206542969
3,49,30,129.6101730552663,655,22,5.00390625,0.05924558639526367
3,50,30,131.8528137423856,588,20,5.00390625,0.04898571968078613
3,51,30,171.09545442950508,670,23,5.00390625,0.04572415351867676
3,52,30,55.11269837220807,223,8,5.00390625,0.05078530311584473
3,53,30,83.254833995939,391,14,5.00390625,0.06008458137512207
3,54,30,261.2497833620562,1071,36,5.00390625,0.0587925910949707
3,55,30,115.29646455628156,487,17,5.00390625,0.048407793045043945
3,56,30,175.02438661763964,717,24,5.00390625,0.05400490760803223
3,57,30,300.2325394193533,1186,40,5.00390625,0.059232473373413086
3,58,30,195.7228714274747,1191,40,5.00390625,0.043518781661987305
3,59,30,183.92388155425135,649,22,5.00390625,0.057738542556762695
3,60,30,72.32590180780448,256,9,5.00390625,0.048470497131347656
3,61,30,286.149278298668,1264,43,5.00390625,0.060645341873168945
3,62,30,104.53910524340085,471,16,5.00390625,0.04267573356628418
3,63,30,190.1370849898478,855,29,5.00390625,0.04764747619628906
3,64,30,295.007142674937,1245,42,5.00390625,0.06484675407409668
3,65,30,257.1614716074877,888,30,5.00390625,0.058097124099731445
3,66,30,318.26197667087604,1759,59,5.00390625,0.07124543190002441
3,67,30,78.18376618407353,333,12,5.00390625,0.046994686126708984
3,68,30,172.06601717798222,806,27,5.00390625,0.05298924446105957
3,69,30,237.43354954612977,1006,34,5.00390625,0.05701613426208496
3,70,30,49.041630560342604,205,7,5.00390625,0.04599475860595703
3,71,30,190.10764773832497,857,29,5.00390625,0.05522513389587402
3,72,30,59.0832611206852,256,9,5.00390625,0.0435025691986084
3,73,30,208.965512114594,948,32,5.00390625,0.06795835494995117
3,74,30,84.84062043356589,372,13,5.00390625,0.048107147216796875
3,75,30,109.61017305526633,395,14,5.00390625,0.0373380184173584
3,76,30,348.75945135393476,1639,55,5.00390625,0.05060768127441406
3,77,30,108.22539674441612,318,11,5.00390625,0.06548047065734863
3,78,30,15.071067811865477,49,2,5.00390625,0.04039406776428223
3,79,30,241.86500705120582,1135,38,5.00390625,0.06430840492248535
3,80,30,225.5218613006982,980,33,5.00390625,0.06135702133178711
3,81,30,90.81118318204302,362,13,5.00390625,0.03512763977050781
3,82,30,120.68124086713178,450,15,5.00390625,0.04798769950866699
3,83,30,66.69848480983498,200,7,5.00390625,0.04002070426940918
3,84,30,168.13708498984764,615,21,5.00390625,0.061125755310058594
3,85,30,208.42135623730985,833,28,5.00390625,0.05825352668762207
3,86,30,105.98275605729681,405,14,5.00390625,0.0462336540222168
3,87,30,237.53405460951817,868,29,5.00390625,0.05052900314331055
3,88,30,297.575685169861,1361,46,5.00390625,0.0720834732055664
3,89,30,432.8843430349632,2151,72,5.00390625,0.0724945068359375
3,90,30,214.2081528017134,1101,37,5.00390625,0.05195283889770508
3,91,30,248.4091629284901,953,32,5.00390625,0.06216549873352051
3,92,30,386.1025971044425,1584,53,5.00390625,0.05189657211303711
3,93,30,329.85995641732313,1439,48,5.00390625,0.07785892486572266
3,94,30,80.0832611206852,233,8,5.00390625,0.049370527267456055
3,95,30,113.2253967444161,527,18,5.00390625,0.05390334129333496
3,96,30,266.1076477383251,1107,37,5.00390625,0.05698084831237793
3,97,30,18.313708498984763,49,2,5.00390625,0.02610301971435547
3,98,30,83.49747468305829,368,13,5.00390625,0.04956459999084473
3,99,30,81.22539674441612,297,10,5.00390625,0.04703831672668457
3,100,30,15.071067811865476,32,2,5.00390625,0.04259681701660156
4,1,40,225.65180361560937,1187,30,5.00390625,0.06936097145080566
4,2,40,176.85281374238573,765,20,5.00390625,0.050745248794555664
4,3,40,158.82337649086287,1016,26,5.00390625,0.06304073333740234
4,4,40,177.89444430272843,1101,28,5.00390625,0.04687380790710449
4,5,40,278.98989873223405,1564,40,5.00390625,0.06598401069641113
4,6,40,176.75230867899748,1105,28,5.00390625,0.05836367607116699
4,7,40,125.85281374238558,751,19,5.00390625,0.05399203300476074
4,8,40,78.01219330881972,257,7,5.00390625,0.0439906120300293
4,9,40,219.10764773832506,1719,43,5.00390625,0.05627274513244629
4,10,40,97.39696961966992,529,14,5.00390625,0.048282623291015625
4,11,40,120.39696961966993,634,16,5.00390625,0.049010515213012695
4,12,40,247.3208511739216,1305,33,5.00390625,0.05862855911254883
4,13,40,160.53910524340097,744,19,5.00390625,0.04019570350646973
4,14,40,131.4386001800125,616,16,5.00390625,0.0507509708404541
4,15,40,144.23759005323592,620,16,5.00390625,0.05013108253479004
4,16,40,163.19595949289334,1031,26,5.00390625,0.053112030029296875
4,17,40,267.29141392239893,1149,29,5.00390625,0.06371068954467773
4,18,40,225.56349186104092,1280,32,5.00390625,0.05799508094787598
4,19,40,203.0071426749367,1140,29,5.00390625,0.04664492607116699
4,20,40,261.43354954613,1162,30,5.00390625,0.05850553512573242
4,21,40,194.62236636408636,1221,31,5.00390625,0.04971718788146973
4,22,40,133.98275605729683,628,16,5.00390625,0.05099081993103027
4,23,40,216.06601717798245,982,25,5.00390625,0.05963277816772461
4,24,40,130.15432893255067,754,19,5.00390625,0.05711960792541504
4,25,40,226.46298679765252,1235,31,5.00390625,0.058624267578125
4,26,40,264.7350647362947,1118,28,5.00390625,0.05655956268310547
4,27,40,265.01933598375666,1704,43,5.00390625,0.056858062744140625
4,28,40,280.1614716074879,1613,41,5.00390625,0.08069348335266113
4,29,40,323.47518010647275,1917,48,5.00390625,0.05790996551513672
4,30,40,129.8528137423856,902,23,5.00390625,0.054082632064819336
4,31,40,104.32590180780446,472,12,5.00390625,0.04901599884033203
4,32,40,227.8650070512058,1466,37,5.00390625,0.06266593933105469
4,33,40,201.19595949289345,909,23,5.00390625,0.05779123306274414
4,34,40,206.00714267493674,1259,32,5.00390625,0.056017160415649414
4,35,40,203.86500705120568,1278,32,5.00390625,0.06602048873901367
4,36,40,319.80613254816046,1712,43,5.00390625,0.06566143035888672
4,37,40,36.627416997969526,169,5,5.00390625,0.0432891845703125
4,38,40,236.69343417595195,1341,34,5.00390625,0.06426167488098145
4,39,40,202.65180361560923,1250,32,5.00390625,0.05585837364196777
4,40,40,175.20815280171314,982,25,5.00390625,0.0672464370727539
4,41,40,188.69343417595178,1266,32,5.00390625,0.05840921401977539
4,42,40,195.92388155425132,899,23,5.00390625,0.06099653244018555
4,43,40,353.31580054003905,2113,53,5.00390625,0.06638646125793457
4,44,40,82.254833995939,513,13,5.00390625,0.058390140533447266
4,45,40,190.06601717798236,1280,32,5.00390625,0.060875654220581055
4,46,40,165.3086578651015,947,24,5.00390625,0.055994510650634766
4,47,40,331.7056274847721,1777,45,5.00390625,0.06552624702453613
4,48,40,11.071067811865476,31,1,5.00390625,0.03522682189941406
4,49,40,126.4386001800125,701,18,5.00390625,0.0656588077545166
4,50,40,130.43860018001251,744,19,5.00390625,0.056481122970581055
4,51,40,170.36753236814724,759,19,5.00390625,0.051999807357788086
4,52,40,53.45584412271569,238,6,5.00390625,0.04299664497375488
4,53,40,84.08326112068518,435,11,5.00390625,0.050427913665771484
4,54,40,262.5218613006982,1468,37,5.00390625,0.08549189567565918
4,55,40,123.05382386916229,751,19,5.00390625,0.05251908302307129
4,56,40,175.85281374238585,915,23,5.00390625,0.058207035064697266
4,57,40,302.575685169861,1699,43,5.00390625,0.06524300575256348
4,58,40,178.61017305526656,872,22,5.00390625,0.044866323471069336
4,59,40,185.0954544295051,1011,26,5.00390625,0.06880402565002441
4,60,40,74.32590180780446,360,9,5.00390625,0.04056739807128906
4,61,40,292.149278298668,1868,47,5.00390625,0.06720829010009766
4,62,40,107.95331880577395,645,17,5.00390625,0.050810813903808594
4,63,40,184.37972567696704,1010,26,5.00390625,0.06444501876831055
4,64,40,305.7350647362948,1707,43,5.00390625,0.06699657440185547
4,65,40,261.0609665440994,1250,32,5.00390625,0.05953669548034668
4,66,40,309.6345596729066,1819,46,5.00390625,0.06698417663574219
4,67,40,78.76955262170044,365,10,5.00390625,0.04470682144165039
4,68,40,174.16652224137056,933,24,5.00390625,0.05087995529174805
4,69,40,241.19090885901056,1291,33,5.00390625,0.05007624626159668
4,70,40,49.04163056034261,196,5,5.00390625,0.06110501289367676
4,71,40,194.45079348883263,1238,31,5.00390625,0.05007648468017578
4,72,40,60.254833995939,253,7,5.00390625,0.0583648681640625
4,73,40,210.82337649086298,1071,27,5.00390625,0.06164813041687012
4,74,40,85.66904755831207,409,11,5.00390625,0.04496574401855469
4,75,40,110.68124086713179,504,13,5.00390625,0.0340576171875
4,76,40,343.9310242291886,2232,56,5.0078125,0.07811331748962402
4,77,40,107.05382386916229,474,12,5.00390625,0.04799699783325195
4,78,40,15.656854249492381,49,2,5.00390625,0.03134298324584961
4,79,40,252.3502884254444,1591,40,5.00390625,0.05029463768005371
4,80,40,247.2203461105333,1735,44,5.00390625,0.06741571426391602
4,81,40,90.81118318204302,552,14,5.00390625,0.04843854904174805
4,82,40,119.99494936611653,556,14,5.00390625,0.03988933563232422
4,83,40,66.94112549695426,299,8,5.00390625,0.050676584243774414
4,84,40,169.40916292848982,1028,26,5.00390625,0.0657956600189209
4,85,40,211.39191898578702,1045,27,5.00390625,0.0655827522277832
4,86,40,107.3969696196699,509,13,5.00390625,0.053290367126464844
4,87,40,235.8772003600257,1474,37,5.00390625,0.06419610977172852
4,88,40,298.7472580451147,1909,48,5.00390625,0.06722235679626465
4,89,40,426.4406922210673,2333,59,5.00390625,0.0777289867401123
4,90,40,206.99494936611694,1038,26,5.00390625,0.05560111999511719
4,91,40,255.27922061357893,1500,38,5.00390625,0.07345056533813477
4,92,40,325.77669529663757,1427,36,5.00390625,0.06699657440185547
4,93,40,324.30360723121896,2068,52,5.00390625,0.07233452796936035
4,94,40,84.08326112068518,510,13,5.00390625,0.05535769462585449
4,95,40,114.88225099390849,656,17,5.00390625,0.037230491638183594
4,96,40,281.22034611053334,1488,38,5.00390625,0.051198720932006836
4,97,40,18.313708498984763,39,1,5.00390625,0.04424452781677246
4,98,40,83.25483399593901,482,13,5.00390625,0.048004150390625
4,99,40,82.15432893255065,382,10,5.00390625,0.050179243087768555
4,100,40,15.071067811865476,32,1,5.00390625,0.0437474250793457
5,1,50,234.27922061357893,1627,33,5.01171875,0.06604528427124023
5,2,50,179.68124086713192,1242,25,5.00390625,0.05680727958679199
5,3,50,147.9949493661166,857,18,5.00390625,0.054030656814575195
5,4,50,172.7228714274746,1224,25,5.00390625,0.06746673583984375
5,5,50,276.84776310850305,1773,36,5.00390625,0.06601190567016602
5,6,50,185.48023074035532,1744,35,5.00390625,0.054062604904174805
5,7,50,131.2670273047587,928,19,5.00390625,0.06975793838500977
5,8,50,83.08326112068517,624,13,5.00390625,0.049892425537109375
5,9,50,206.19595949289348,1360,28,5.00390625,0.05317997932434082
5,10,50,93.15432893255064,428,9,5.00390625,0.04629015922546387
5,11,50,125.71067811865466,937,19,5.00390625,0.05755305290222168
5,12,50,253.4213562373098,1733,35,5.00390625,0.07043981552124023
5,13,50,170.82337649086296,1485,30,5.00390625,0.06599187850952148
5,14,50,134.71067811865467,990,20,5.00390625,0.05626201629638672
5,15,50,145.40916292848974,922,19,5.00390625,0.07595634460449219
5,16,50,174.55129855222083,1641,33,5.00390625,0.0640556812286377
5,17,50,270.46298679765266,1697,34,5.00390625,0.0669562816619873
