Experiment,Grid,lookahead,Path cost,Number of expanded nodes,Number of searches,Memory consumption (MB),Execution time (s)
5,66,50,317.09040379562236,1847,37,5.00390625,1.1618199348449707
5,67,50,80.91168824543138,495,10,5.00390625,0.36077046394348145
5,68,50,176.35028842544412,1192,24,5.00390625,0.8911583423614502
5,69,50,237.33304448274149,772,16,5.00390625,0.5942144393920898
5,70,50,52.35533905932737,418,9,5.00390625,0.3286581039428711
5,71,50,184.1492782986675,566,12,5.00390625,0.4692368507385254
5,72,50,58.49747468305829,117,3,5.00390625,0.17335033416748047
5,73,50,220.4629867976525,1530,31,5.00390625,0.9551024436950684
5,74,50,94.8822509939085,515,11,5.00390625,0.4231123924255371
5,75,50,105.50966799187798,254,6,5.00390625,0.2656221389770508
5,76,50,342.60007178750095,1289,26,5.00390625,1.0305547714233398
5,77,50,113.78174593052013,482,10,5.00390625,0.4068636894226074
5,78,50,13.899494936611667,43,1,5.00390625,0.09466266632080078
5,79,50,259.6051224213836,1635,33,5.00390625,1.1290595531463623
5,80,50,238.67619023324906,1464,30,5.00390625,0.9710686206817627
5,81,50,91.53910524340087,374,8,5.00390625,0.30087733268737793
5,82,50,116.58073580374342,308,7,5.00390625,0.3108208179473877
5,83,50,71.0832611206852,379,8,5.00390625,0.33022522926330566
5,84,50,168.52186130069788,680,14,5.00390625,0.5175275802612305
5,85,50,203.04877323527936,648,13,5.00390625,0.5242335796356201
5,86,50,114.02438661763942,737,15,5.00390625,0.6055054664611816
5,87,50,230.40411229460696,612,13,5.00390625,0.5815916061401367
5,88,50,303.7594513539347,1824,37,5.00390625,1.2295918464660645
5,89,50,427.79603128039486,1545,31,5.00390625,1.1313366889953613
5,90,50,221.6639969244291,1543,31,5.00390625,1.0389404296875
5,91,50,280.2325394193533,2085,42,5.00390625,1.1959304809570312
5,92,50,348.62950903902373,2180,44,5.00390625,1.4431803226470947
5,93,50,330.38686835190435,1244,25,5.00390625,0.9397807121276855
5,94,50,87.63961030678922,472,10,5.00390625,0.38669800758361816
5,95,50,114.78174593052013,538,11,5.00390625,0.4330754280090332
5,96,50,297.5878784786808,2440,49,5.00390625,1.6236507892608643
5,97,50,18.313708498984763,39,1,5.00390625,0.14105772972106934
5,98,50,84.56854249492375,599,12,5.00390625,0.511768102645874
5,99,50,84.29646455628159,305,7,5.00390625,0.2766134738922119
5,100,50,15.071067811865476,32,1,5.00390625,0.10656452178955078
