Experiment,Grid,lookahead,Path cost,Number of expanded nodes,Number of searches,Memory consumption (MB),Execution time (s)
1,32,-,115.74011537017755,7249,1,1.19140625,0.9118151664733887
1,33,-,110.76955262170043,4917,1,0.953125,0.5957353115081787
1,34,-,128.99494936611651,5625,1,0.78515625,0.715303897857666
1,35,-,113.66904755831207,4371,1,0.92578125,0.557262659072876
1,36,-,123.61017305526633,13658,1,1.5859375,1.7657806873321533
1,37,-,34.97056274847715,263,1,0.88671875,0.04931521415710449
1,38,-,120.29646455628158,7115,1,1.71875,0.8972058296203613
1,39,-,107.87005768508877,4600,1,0.53125,0.6152689456939697
1,40,-,131.4802307403551,3408,1,0.9453125,0.4487457275390625
1,41,-,135.20815280171294,2515,1,1.09765625,0.4950239658355713
1,42,-,108.28427124746186,3835,1,1.62109375,0.46831846237182617
1,43,-,129.4091629284896,10139,1,1.30859375,1.4678523540496826
1,44,-,72.21320343559641,797,1,0.90625,0.10090041160583496
1,45,-,106.62741699796949,3439,1,1.26953125,0.4651663303375244
1,46,-,132.7228714274744,2426,1,1.06640625,0.3473014831542969
1,47,-,106.62741699796949,13135,1,1.9609375,1.9197747707366943
1,48,-,11.071067811865477,26,1,0.74609375,0.016972064971923828
1,49,-,123.26702730475868,2066,1,1.1015625,0.29094839096069336
1,50,-,123.50966799187796,2050,1,0.87890625,0.3028686046600342
1,51,-,111.18376618407353,3365,1,0.8828125,0.43863439559936523
1,52,-,50.97056274847713,397,1,1.3203125,0.08774089813232422
1,53,-,79.84062043356592,922,1,1.07421875,0.17929935455322266
1,54,-,112.01219330881972,8770,1,1.88671875,1.2923665046691895
1,55,-,111.88225099390847,1747,1,0.83984375,0.2665390968322754
1,56,-,107.0416305603426,3018,1,1.0859375,0.4248032569885254
1,57,-,133.5512985522206,10266,1,1.60546875,1.517672061920166
1,58,-,109.11269837220806,4027,1,0.87890625,0.45528554916381836
1,59,-,114.08326112068517,4745,1,1.2890625,0.5463075637817383
1,60,-,71.15432893255067,485,1,1.12109375,0.06334996223449707
1,61,-,113.66904755831207,10197,1,1.80078125,1.305187702178955
1,62,-,96.4386001800125,675,1,0.55859375,0.0935206413269043
1,63,-,128.58073580374344,4491,1,1.12109375,0.5535228252410889
1,64,-,107.87005768508878,10212,1,1.19921875,1.4135689735412598
1,65,-,135.62236636408608,5604,1,0.80859375,0.7398669719696045
1,66,-,109.11269837220804,10724,1,0.734375,1.3486180305480957
1,67,-,71.7989898732233,754,1,0.7734375,0.09558606147766113
1,68,-,117.81118318204302,4217,1,0.9453125,0.5068066120147705
1,69,-,134.7939392393399,4194,1,0.79296875,0.5434799194335938
1,70,-,46.55634918610404,299,1,1.30859375,0.0499269962310791
1,71,-,134.7939392393399,3126,1,0.7578125,0.4273061752319336
1,72,-,58.49747468305829,363,1,1.046875,0.0580592155456543
1,73,-,111.59797974644663,5779,1,1.71875,0.7751517295837402
1,74,-,82.8406204335659,994,1,2.0703125,0.1354377269744873
1,75,-,104.09545442950488,796,1,1.2109375,0.11802554130554199
1,76,-,133.1370849898475,11474,1,1.36328125,1.6845059394836426
1,77,-,104.36753236814705,1553,1,0.8671875,0.20044827461242676
1,78,-,13.899494936611667,28,1,0.93359375,0.026217937469482422
1,79,-,115.74011537017753,6961,1,1.53515625,0.9329891204833984
1,80,-,116.56854249492373,7152,1,0.7109375,0.9713118076324463
1,81,-,83.63961030678922,758,1,0.9453125,0.10555744171142578
1,82,-,113.99494936611653,1211,1,1.46484375,0.18024563789367676
1,83,-,64.94112549695426,674,1,1.046875,0.09897112846374512
1,84,-,129.8233764908627,3272,1,1.48046875,0.4962637424468994
1,85,-,133.1370849898475,3830,1,1.1171875,0.5405936241149902
1,86,-,100.18376618407353,1398,1,1.1328125,0.18839287757873535
1,87,-,134.37972567696679,3942,1,1.0546875,0.6382772922515869
1,88,-,120.29646455628158,11258,1,1.70703125,1.6988532543182373
1,89,-,136.03657992645918,13450,1,1.3125,2.527872085571289
1,90,-,106.2132034355964,3978,1,0.78125,0.5663940906524658
1,91,-,108.28427124746187,7169,1,1.62890625,1.0354373455047607
1,92,-,130.2375900532358,15128,1,0.87890625,2.513437271118164
1,93,-,129.4091629284896,13074,1,1.33203125,2.3150148391723633
1,94,-,78.42640687119282,962,1,0.69921875,0.15046095848083496
1,95,-,109.22539674441612,1971,1,0.6953125,0.23639965057373047
1,96,-,111.59797974644661,9028,1,1.52734375,1.2764406204223633
1,97,-,18.313708498984763,53,1,0.75390625,0.019539594650268555
1,98,-,75.4558441227157,894,1,1.15234375,0.1247868537902832
1,99,-,80.39696961966993,746,1,1.29296875,0.10980868339538574
1,100,-,15.071067811865476,40,1,1.046875,0.015663623809814453
