Algorithm,Metric,s/g distance,Mean,Median,Standard Deviation,Minimum,Maximum
LRTA*,Memory Allocation (KB),339.4112549695428,12739.709375,12735.67578125,36.58961088642693,12689.390625,12817.015625
LRTA*,Memory Allocation (KB),254.55844122715712,12677.10703125,12679.078125,30.299319501652835,12607.3203125,12730.6796875
LRTA*,Memory Allocation (KB),169.7056274847714,12626.21796875,12622.1484375,25.85964857981914,12585.75,12666.375
LRTA*,Memory Allocation (KB),84.8528137423857,12567.53984375,12565.13671875,22.545145149781305,12544.8828125,12625.7578125
LRTA*,Memory Allocation (KB),28.284271247461906,12518.7296875,12519.0234375,2.648384568128941,12513.86328125,12522.80078125
D*,Memory Allocation (KB),420.0214280248092,48760.5799765625,48755.2578125,12.12568914067946,48752.38671875,48865.78125
D*,Memory Allocation (KB),339.4112549695428,48692.083984375,48689.1484375,11.700666317278417,48675.5859375,48713.9296875
D*,Memory Allocation (KB),254.55844122715712,48467.242578125,48471.240234375,14.589793454365921,48445.796875,48495.15234375
D*,Memory Allocation (KB),169.7056274847714,47594.85859375,47592.263671875,27.798121436161804,47546.66796875,47652.078125
D*,Memory Allocation (KB),84.8528137423857,44124.041015625,44121.615234375,51.506065834223165,44050.64453125,44228.515625
D*,Memory Allocation (KB),28.284271247461906,42775.39453125,42770.90234375,16.490192328915,42757.50390625,42808.69921875
D* Lite,Memory Allocation (KB),420.0214280248092,1626.0289765625,1649.4921875,89.86519880593107,1438.08203125,1769.3515625
D* Lite,Memory Allocation (KB),339.4112549695428,1309.705078125,1294.900390625,58.94420019923096,1234.15625,1396.95703125
D* Lite,Memory Allocation (KB),254.55844122715712,871.31015625,867.921875,29.541089716625354,829.46484375,915.66796875
D* Lite,Memory Allocation (KB),169.7056274847714,296.32421875,297.63671875,13.715136268846521,270.09765625,312.30078125
D* Lite,Memory Allocation (KB),84.8528137423857,59.403125,62.4921875,5.081413222276933,52.14453125,65.00390625
D* Lite,Memory Allocation (KB),28.284271247461906,13.91675,15.5390625,2.712779524929344,9.046875,16.3203125
LPA*,Memory Allocation (KB),420.0214280248092,4272.8196484375,4309.501953125,95.93885307392624,4136.6640625,4394.140625
LPA*,Memory Allocation (KB),339.4112549695428,3701.15078125,3702.41796875,72.0826348239104,3529.1484375,3826.328125
LPA*,Memory Allocation (KB),254.55844122715712,1454.32109375,1451.6328125,77.03498260159611,1318.5390625,1569.6171875
LPA*,Memory Allocation (KB),169.7056274847714,899.621875,891.3203125,38.151615567099576,836.46875,976.125
LPA*,Memory Allocation (KB),84.8528137423857,163.1671875,164.0078125,11.584267662178206,144.375,179.09375
LPA*,Memory Allocation (KB),28.284271247461906,16.919875,14.5859375,7.633178139099714,12.1953125,40.1796875
ARA*,Number of expanded nodes,420.0214280248092,78041.4,78496.5,1833.2518791623947,74827.0,80323.0
ARA*,Number of expanded nodes,339.4112549695428,61554.6,61650.5,1486.366955609121,57873.0,63466.0
ARA*,Number of expanded nodes,254.55844122715712,38882.6,38958.5,2400.2287678757075,34913.0,42189.0
ARA*,Number of expanded nodes,169.7056274847714,17682.6,17306.5,1316.1515470852491,16093.0,20615.0
ARA*,Number of expanded nodes,84.8528137423857,4574.4,4645.5,396.7332066228352,3963.0,5132.0
ARA*,Number of expanded nodes,28.284271247461906,529.9,500.5,155.09850271858056,373.0,958.0
RTAA**,Number of expanded nodes,420.0214280248092,6589.4,6576.0,583.926373792116,5831.0,7966.0
RTAA**,Number of expanded nodes,339.4112549695428,5240.6,5336.0,568.9943713206613,4321.0,6415.0
RTAA**,Number of expanded nodes,254.55844122715712,4046.4,4214.0,541.8636878923114,2999.0,4735.0
RTAA**,Number of expanded nodes,169.7056274847714,2556.7,2484.0,435.45979749597467,2101.0,3456.0
RTAA**,Number of expanded nodes,84.8528137423857,863.8,922.5,207.2788569162917,432.0,1234.0
RTAA**,Number of expanded nodes,28.284271247461906,90.5,89.0,32.68513910507829,35.0,155.0
LRTA*,Number of expanded nodes,420.0214280248092,3933.3,3834.5,638.8592577016876,3139.0,5236.0
LRTA*,Number of expanded nodes,339.4112549695428,3017.9,2986.0,554.7302187691018,2225.0,4171.0
LRTA*,Number of expanded nodes,254.55844122715712,2171.1,2225.0,493.5796905373142,1085.0,3094.0
LRTA*,Number of expanded nodes,169.7056274847714,1435.1,1382.5,405.6706282917937,839.0,2051.0
LRTA*,Number of expanded nodes,84.8528137423857,595.9,497.5,339.97069001616904,296.0,1483.0
LRTA*,Number of expanded nodes,28.284271247461906,90.5,89.0,32.68513910507829,35.0,155.0
D*,Number of expanded nodes,420.0214280248092,396120.7,396097.0,161.86231621167852,395891.0,396405.0
D*,Number of expanded nodes,339.4112549695428,388450.0,388356.5,619.1157438672549,387430.0,389277.0
D*,Number of expanded nodes,254.55844122715712,360689.4,360789.5,1658.8067638757323,358126.0,363618.0
D*,Number of expanded nodes,169.7056274847714,273729.3,273567.0,2649.588256300954,269812.0,279177.0
D*,Number of expanded nodes,84.8528137423857,105729.6,105306.5,4751.69860993726,99455.0,115887.0
D*,Number of expanded nodes,28.284271247461906,11160.7,10689.0,1783.5701647349154,9084.0,14755.0
D* Lite,Number of expanded nodes,420.0214280248092,16246.7,16690.0,1631.1945947083707,12777.0,18324.0
D* Lite,Number of expanded nodes,339.4112549695428,12070.2,11843.0,1016.2227455969821,10771.0,13495.0
D* Lite,Number of expanded nodes,254.55844122715712,6145.3,6083.0,551.3817478225334,5327.0,6922.0
D* Lite,Number of expanded nodes,169.7056274847714,3166.5,3267.5,251.0324028233552,2685.0,3432.0
D* Lite,Number of expanded nodes,84.8528137423857,718.5,684.0,134.49810310833286,582.0,994.0
D* Lite,Number of expanded nodes,28.284271247461906,89.9,95.5,25.030311954039178,32.0,117.0
LPA*,Number of expanded nodes,420.0214280248092,38213.5,38419.0,1479.3686428951985,35932.0,39959.0
LPA*,Number of expanded nodes,339.4112549695428,29426.1,29516.0,1280.5782954473227,26352.0,31662.0
LPA*,Number of expanded nodes,254.55844122715712,16998.7,16974.0,1397.4228424498435,14553.0,19113.0
LPA*,Number of expanded nodes,169.7056274847714,7597.3,7472.0,720.8592428817487,6492.0,8978.0
LPA*,Number of expanded nodes,84.8528137423857,1806.2,1830.0,202.91163873256048,1555.0,2101.0
LPA*,Number of expanded nodes,28.284271247461906,200.0,185.0,74.34869015475476,120.0,406.0
ARA*,Number of searches,420.0214280248092,5.0,5.0,0.0,5.0,5.0
ARA*,Number of searches,339.4112549695428,5.0,5.0,0.0,5.0,5.0
ARA*,Number of searches,254.55844122715712,5.0,5.0,0.0,5.0,5.0
ARA*,Number of searches,169.7056274847714,5.0,5.0,0.0,5.0,5.0
ARA*,Number of searches,84.8528137423857,5.0,5.0,0.0,5.0,5.0
ARA*,Number of searches,28.284271247461906,5.0,5.0,0.0,5.0,5.0
RTAA**,Number of searches,420.0214280248092,26.7,26.5,2.2394229200878994,24.0,32.0
RTAA**,Number of searches,339.4112549695428,21.5,22.0,2.2033735168724466,18.0,26.0
RTAA**,Number of searches,254.55844122715712,16.5,17.5,2.2483449590876963,12.0,19.0
RTAA**,Number of searches,169.7056274847714,10.6,10.5,1.686073202100918,9.0,14.0
RTAA**,Number of searches,84.8528137423857,3.7,4.0,0.7814157732031077,2.0,5.0
RTAA**,Number of searches,28.284271247461906,1.0,1.0,0.0,1.0,1.0
LRTA*,Number of searches,420.0214280248092,16.3,16.0,2.411600260369827,13.0,21.0
LRTA*,Number of searches,339.4112549695428,12.5,12.5,2.2483449590876963,9.0,17.0
LRTA*,Number of searches,254.55844122715712,9.4,9.5,1.9605723255834875,5.0,13.0
LRTA*,Number of searches,169.7056274847714,6.4,6.0,1.7444320115851586,4.0,9.0
LRTA*,Number of searches,84.8528137423857,2.9,2.5,1.2212663474817815,2.0,6.0
LRTA*,Number of searches,28.284271247461906,1.0,1.0,0.0,1.0,1.0
D*,Number of searches,420.0214280248092,66147.9,66138.0,29.416922941656484,66104.0,66211.0
D*,Number of searches,339.4112549695428,64823.3,64815.5,95.68681187063328,64665.0,64949.0
D*,Number of searches,254.55844122715712,60158.9,60201.0,255.45204196824446,59792.0,60691.0
D*,Number of searches,169.7056274847714,45585.3,45566.5,423.9924286819042,44890.0,46480.0
D*,Number of searches,84.8528137423857,17543.8,17492.0,785.7399998392262,16459.0,19190.0
D*,Number of searches,28.284271247461906,1847.4,1769.5,289.6745611049602,1530.0,2436.0
D* Lite,Number of searches,420.0214280248092,1.0,1.0,0.0,1.0,1.0
D* Lite,Number of searches,339.4112549695428,1.0,1.0,0.0,1.0,1.0
D* Lite,Number of searches,254.55844122715712,1.0,1.0,0.0,1.0,1.0
D* Lite,Number of searches,169.7056274847714,1.0,1.0,0.0,1.0,1.0
D* Lite,Number of searches,84.8528137423857,1.0,1.0,0.0,1.0,1.0
D* Lite,Number of searches,28.284271247461906,1.0,1.0,0.0,1.0,1.0
LPA*,Number of searches,420.0214280248092,2.0,2.0,0.0,2.0,2.0
LPA*,Number of searches,339.4112549695428,2.0,2.0,0.0,2.0,2.0
LPA*,Number of searches,254.55844122715712,2.0,2.0,0.0,2.0,2.0
LPA*,Number of searches,169.7056274847714,2.0,2.0,0.0,2.0,2.0
LPA*,Number of searches,84.8528137423857,2.0,2.0,0.0,2.0,2.0
LPA*,Number of searches,28.284271247461906,2.0,2.0,0.0,2.0,2.0
